arch,xai,image,y,fp32_pred,int8_pred,fp32_correct,pred_match,topk_iou,topk_dice,spearman,collapsed_fp32,collapsed_int8,scope
tf_efficientnetv2_s,gradcam,104022.jpg,3,3,3,1,1,0.6021287919105908,0.7516609088493224,0.942785675933043,0,0,full_val_split
tf_efficientnetv2_s,gradcam,103232.jpg,7,7,7,1,1,0.7127901684114701,0.8323146425724156,0.9606949006801003,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108747.jpg,7,7,7,1,1,0.5921303152104929,0.7438214190805209,0.9079198037420463,0,0,full_val_split
tf_efficientnetv2_s,gradcam,102654.jpg,5,5,5,1,1,0.8507315873601378,0.9193462662769067,0.9742890262005567,0,0,full_val_split
tf_efficientnetv2_s,gradcam,100469.jpg,3,3,3,1,1,0.8194125468391152,0.9007440871644964,0.9614077219539535,0,0,full_val_split
tf_efficientnetv2_s,gradcam,102660.jpg,5,5,5,1,1,0.7974683544303798,0.8873239436619719,0.9404403395510033,0,0,full_val_split
tf_efficientnetv2_s,gradcam,100203.jpg,3,3,3,1,1,0.7516583265448621,0.8582248206218442,0.9667663259262215,0,0,full_val_split
tf_efficientnetv2_s,gradcam,107547.jpg,0,0,0,1,1,0.8063122524900996,0.8927717246877491,0.8643162237251225,0,0,full_val_split
tf_efficientnetv2_s,gradcam,107220.jpg,4,4,4,1,1,0.5659592176446109,0.7228275312250864,0.8902311358043669,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108655.jpg,8,8,8,1,1,0.665596990151599,0.7992293382939144,0.9599455689100986,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106776.jpg,6,3,3,0,1,0.607947868817434,0.7561785809194791,0.9093405800809257,0,0,full_val_split
tf_efficientnetv2_s,gradcam,101225.jpg,2,2,2,1,1,0.8030666027791088,0.8907786340685623,0.9506757506573823,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109348.jpg,8,8,8,1,1,0.6555213374395072,0.7919213393568961,0.9222069283324823,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106834.jpg,2,2,2,1,1,0.7695744180578415,0.8697847462131278,0.9763951565313823,0,0,full_val_split
tf_efficientnetv2_s,gradcam,100529.jpg,5,5,5,1,1,0.9111223971559167,0.9534945522189742,0.9769249868265462,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108727.jpg,8,8,8,1,1,0.7335022457675918,0.8462662769067234,0.9747639313252575,0,0,full_val_split
tf_efficientnetv2_s,gradcam,102678.jpg,9,9,9,1,1,0.6246087425796006,0.7689343608822747,0.9411280111677581,0,0,full_val_split
tf_efficientnetv2_s,gradcam,110319.jpg,2,8,8,0,1,0.578770715334592,0.7331916024448578,0.909564358099276,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106711.jpg,8,8,8,1,1,0.7021372837272419,0.8250066436353973,0.9800623699854901,0,0,full_val_split
tf_efficientnetv2_s,gradcam,102838.jpg,3,3,3,1,1,0.870510749347583,0.9307733191602445,0.9811432044390261,0,0,full_val_split
tf_efficientnetv2_s,gradcam,101796.jpg,3,3,3,1,1,0.7475908510391269,0.8555673664629285,0.9344106010137417,0,0,full_val_split
tf_efficientnetv2_s,gradcam,103181.jpg,3,3,3,1,1,0.5955056179775281,0.7464788732394366,0.9483063406910867,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109916.jpg,1,1,1,1,1,0.6586225895316804,0.7941801753919745,0.9321120859147823,0,0,full_val_split
tf_efficientnetv2_s,gradcam,107746.jpg,9,9,9,1,1,0.8200725513905683,0.9011427052883337,0.9813847712320956,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104022.jpg,3,3,3,1,1,0.6088071825566481,0.7568429444592081,0.7163975662515079,0,0,full_val_split
